scorpio,59.74%,19.06%
kafka,18.28%,2.45%
postgres,3.35%,0.96%
nifi,46.56%,6.09%
scorpio,74.26%,19.08%
kafka,8.42%,2.47%
postgres,3.27%,0.96%
nifi,45.88%,6.10%
scorpio,75.74%,19.09%
kafka,14.16%,2.46%
postgres,3.27%,0.96%
nifi,120.99%,6.11%
scorpio,58.91%,19.11%
kafka,19.78%,2.48%
postgres,3.56%,0.97%
nifi,34.90%,6.11%
scorpio,35.08%,19.18%
kafka,9.13%,2.46%
postgres,3.66%,0.97%
nifi,41.89%,6.12%
scorpio,76.74%,19.25%
kafka,10.65%,2.46%
postgres,4.30%,0.97%
nifi,97.08%,6.15%
scorpio,41.01%,19.23%
kafka,21.28%,2.47%
postgres,3.03%,0.97%
nifi,41.07%,6.15%
scorpio,72.15%,19.29%
kafka,9.82%,2.47%
postgres,3.39%,0.97%
nifi,25.14%,6.15%
scorpio,37.20%,19.31%
kafka,11.70%,2.48%
postgres,3.86%,0.97%
nifi,50.33%,6.16%
scorpio,48.78%,19.35%
kafka,10.52%,2.48%
postgres,4.28%,0.98%
nifi,25.63%,6.16%
scorpio,45.12%,19.43%
kafka,10.76%,2.56%
postgres,3.40%,0.98%
nifi,32.09%,6.16%
scorpio,41.60%,19.51%
kafka,7.84%,2.52%
postgres,3.07%,0.98%
nifi,69.97%,6.16%
scorpio,48.49%,19.53%
kafka,7.77%,2.53%
postgres,3.04%,0.98%
nifi,35.45%,6.16%
scorpio,45.29%,19.58%
kafka,9.33%,2.53%
postgres,14.97%,1.03%
nifi,25.69%,6.17%
scorpio,29.05%,19.61%
kafka,8.30%,2.51%
postgres,4.25%,0.99%
nifi,44.24%,6.17%
scorpio,72.06%,19.77%
kafka,6.41%,2.51%
postgres,2.77%,0.99%
nifi,68.94%,6.22%
scorpio,30.68%,19.81%
kafka,8.52%,2.51%
postgres,4.53%,0.99%
nifi,32.45%,6.17%
scorpio,37.06%,19.86%
kafka,10.38%,2.52%
postgres,5.28%,0.99%
nifi,32.34%,6.17%
scorpio,36.23%,19.91%
kafka,15.83%,2.52%
postgres,5.75%,0.99%
nifi,24.97%,6.17%
scorpio,26.57%,19.94%
kafka,7.07%,2.52%
postgres,3.11%,0.99%
nifi,29.96%,6.18%
scorpio,35.25%,19.99%
kafka,8.82%,2.53%
postgres,2.63%,0.99%
nifi,31.65%,6.18%
scorpio,29.12%,20.01%
kafka,7.82%,2.53%
postgres,3.97%,1.00%
nifi,23.59%,6.18%
scorpio,46.27%,20.06%
kafka,9.77%,2.53%
postgres,4.83%,1.00%
nifi,36.55%,6.18%
scorpio,39.10%,20.08%
kafka,26.00%,2.53%
postgres,5.72%,1.00%
nifi,28.35%,6.18%
scorpio,53.28%,20.11%
kafka,11.66%,2.53%
postgres,5.94%,1.00%
nifi,30.29%,6.20%
scorpio,39.04%,20.14%
kafka,9.06%,2.57%
postgres,4.23%,1.00%
nifi,54.08%,6.26%
scorpio,62.23%,20.17%
kafka,8.43%,2.57%
postgres,3.88%,1.00%
nifi,41.21%,6.18%
scorpio,15.58%,20.19%
kafka,6.44%,2.56%
postgres,2.38%,1.00%
nifi,28.26%,6.19%
scorpio,32.70%,20.23%
kafka,9.40%,2.54%
postgres,4.54%,1.00%
nifi,24.80%,6.18%
scorpio,37.93%,20.28%
kafka,53.08%,2.55%
postgres,3.56%,1.01%
nifi,29.44%,6.19%
scorpio,42.75%,20.30%
kafka,22.41%,2.61%
postgres,4.74%,1.01%
nifi,82.08%,6.19%
scorpio,25.37%,20.34%
kafka,6.42%,2.62%
postgres,2.78%,1.01%
nifi,37.43%,6.19%
scorpio,35.72%,20.36%
kafka,18.11%,2.66%
postgres,2.98%,1.01%
nifi,67.95%,6.19%
scorpio,51.64%,20.39%
kafka,41.31%,2.72%
postgres,2.80%,1.01%
nifi,28.67%,6.20%
